주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,주차현황 정보 제공여부,주차현황 정보 제공여부명,총 주차면,현재 주차 차량수,현재 주차 차량수 업데이트시간,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),"토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),버스 기본 주차 요금,버스 기본 주차 시간(분 단위),버스 추가 단위 요금,버스 추가 단위 시간(분 단위),일 최대 요금,주차장 위치 좌표 위도,주차장 위치 좌표 경도,공유 주차장 관리업체명,공유 주차장 여부,공유 주차장 관리업체 링크,공유 주차장 기타사항
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.565379,126.992822,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.565575,126.992631,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.565641,126.992781,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.563726,126.992861,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.565231,126.992684,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.562121,126.993219,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.564945,126.992711,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.562184,126.993212,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.563859,126.993005,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.563301,126.993071,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.565206,126.992843,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.565263,126.992836,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56377,126.992855,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.564809,126.992891,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.563806,126.993012,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.562595,126.992999,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56546,126.992648,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.562309,126.993198,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.565403,126.992657,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.564778,126.992731,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.562525,126.993011,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.561996,126.993234,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.563913,126.992999,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.561823,126.993251,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.565437,126.992815,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.562372,126.993191,,N,,
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,29,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.563031,126.992948,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61695866,127.0279473,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61693004,127.0280087,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61676892,127.0279961,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61668076,127.0286889,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61669985,127.028623,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61676426,127.0284237,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61693453,127.027664,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61684537,127.0282035,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.6167416,127.0284896,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61682032,127.0282664,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61684763,127.0278343,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61690023,127.0280716,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61671894,127.0285556,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61678454,127.0283608,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61666406,127.0287578,,N,,
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,13,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.13051E+12,200,5,200,5,0,0,0,0,0,37.61681901,127.0278957,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52235694,126.9370036,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52237185,126.9370261,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52225515,126.9368413,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52229002,126.936676,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52232342,126.9367306,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52234322,126.9369805,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52245963,126.9370036,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52249148,126.937049,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52242691,126.937117,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52221459,126.936777,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52224084,126.9368196,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52237472,126.9368151,,N,,
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1.15601E+12,160,5,160,5,0,0,0,0,,37.52222771,126.9367972,,N,,
1576703,가양라이품 공영주차장(시),강서구 가양동 1457-1,NW,노외 주차장,1,시간제 주차장,02-2290-6144,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),38,25,2025.1.21 11:11,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,91000,,170,5,170,5,0,0,0,0,12200,37.57155732,126.8416529,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56452923,126.9998924,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56453213,126.9999578,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56463752,127.0014268,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56451381,126.9995236,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56448822,126.9992416,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56451787,126.9995989,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56449473,126.9993747,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56461243,127.0011441,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56451035,126.9994498,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56458631,127.0006696,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56452675,126.999827,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56461777,127.0012171,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56455141,127.0001539,,N,,
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,9,2025.1.21 11:12,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11402E+12,620,5,620,5,0,0,0,0,0,37.56449156,126.9993067,,N,,
